state,county,state_code,county_code,year_span,measure_name,measure_id,rate
MS,Amite County,28,5,2008,Adult obesity,11,37
MS,Amite County,28,5,2009,Adult obesity,11,37
KY,Greenup County,21,89,2010,Adult obesity,11,37
MS,Attala County,28,7,2008,Adult obesity,11,37
MS,Marshall County,28,93,2006,Adult obesity,11,37
OH,Perry County,39,127,2010,Adult obesity,11,37
OH,Lawrence County,39,87,2010,Adult obesity,11,37
TN,Rhea County,47,143,2010,Adult obesity,11,37
MS,Marshall County,28,93,2007,Adult obesity,11,37
IN,Madison County,18,95,2009,Adult obesity,11,37
IN,Madison County,18,95,2010,Adult obesity,11,37
MO,Linn County,29,115,2009,Adult obesity,11,37
NC,Warren County,37,185,2009,Adult obesity,11,37
KY,Floyd County,21,71,2006,Adult obesity,11,37
NC,Sampson County,37,163,2010,Adult obesity,11,37
TX,Kaufman County,48,257,2010,Adult obesity,11,37
AL,Escambia County,1,53,2010,Adult obesity,11,37
MS,Yalobusha County,28,161,2008,Adult obesity,11,37
GA,Hancock County,13,141,2009,Adult obesity,11,37
KY,Spencer County,21,215,2009,Adult obesity,11,37
MS,Adams County,28,1,2008,Adult obesity,11,37
LA,Madison Parish,22,65,2009,Adult obesity,11,37
FL,Hardee County,12,49,2010,Adult obesity,11,37
AL,Macon County,1,87,2005,Adult obesity,11,37
MI,Calhoun County,26,25,2010,Adult obesity,11,37
SC,Williamsburg County,45,89,2006,Adult obesity,11,37
AL,Lowndes County,1,85,2006,Adult obesity,11,37
MO,Caldwell County,29,25,2010,Adult obesity,11,37
AL,Marengo County,1,91,2007,Adult obesity,11,37
AR,Lee County,5,77,2009,Adult obesity,11,37
MS,Jasper County,28,61,2008,Adult obesity,11,37
MS,Adams County,28,1,2009,Adult obesity,11,37
KS,Rice County,20,159,2009,Adult obesity,11,37
AL,Bullock County,1,11,2007,Adult obesity,11,37
AL,Butler County,1,13,2008,Adult obesity,11,37
LA,West Carroll Parish,22,123,2010,Adult obesity,11,37
MS,Jones County,28,67,2009,Adult obesity,11,37
MS,Jones County,28,67,2010,Adult obesity,11,37
AR,Jackson County,5,67,2010,Adult obesity,11,37
AL,Barbour County,1,5,2010,Adult obesity,11,37
GA,Burke County,13,33,2009,Adult obesity,11,37
MS,Noxubee County,28,103,2008,Adult obesity,11,37
KY,Webster County,21,233,2009,Adult obesity,11,37
IA,Cass County,19,29,2009,Adult obesity,11,36
KY,Whitley County,21,235,2010,Adult obesity,11,36
AL,Bullock County,1,11,2005,Adult obesity,11,36
KS,Seward County,20,175,2009,Adult obesity,11,36
AL,Chambers County,1,17,2008,Adult obesity,11,36
AL,Butler County,1,13,2007,Adult obesity,11,36
GA,Clayton County,13,63,2010,Adult obesity,11,36
MT,Big Horn County,30,3,2009,Adult obesity,11,36
AL,Clarke County,1,25,2010,Adult obesity,11,36
AL,Chambers County,1,17,2007,Adult obesity,11,36
PA,Cambria County,42,21,2009,Adult obesity,11,36
LA,Cameron Parish,22,23,2010,Adult obesity,11,36
LA,Catahoula Parish,22,25,2010,Adult obesity,11,36
WV,Brooke County,54,9,2009,Adult obesity,11,36
AR,Grant County,5,53,2009,Adult obesity,11,36
KY,Martin County,21,159,2007,Adult obesity,11,36
KY,Marshall County,21,157,2009,Adult obesity,11,36
MD,Somerset County,24,39,2008,Adult obesity,11,36
MS,Tunica County,28,143,2004,Adult obesity,11,36
MS,Warren County,28,149,2008,Adult obesity,11,36
GA,Dodge County,13,91,2010,Adult obesity,11,36
GA,Dodge County,13,91,2009,Adult obesity,11,36
PA,Cambria County,42,21,2010,Adult obesity,11,36
AR,Lee County,5,77,2008,Adult obesity,11,36
MO,Bollinger County,29,17,2010,Adult obesity,11,36
LA,Tangipahoa Parish,22,105,2009,Adult obesity,11,36
MI,Calhoun County,26,25,2009,Adult obesity,11,36
GA,Laurens County,13,175,2009,Adult obesity,11,36
SC,Union County,45,87,2009,Adult obesity,11,36
FL,Hardee County,12,49,2007,Adult obesity,11,36
NC,Scotland County,37,165,2009,Adult obesity,11,36
KY,Floyd County,21,71,2008,Adult obesity,11,36
NC,Warren County,37,185,2008,Adult obesity,11,36
NC,Warren County,37,185,2007,Adult obesity,11,36
NC,Warren County,37,185,2006,Adult obesity,11,36
WV,Roane County,54,87,2010,Adult obesity,11,36
AK,Nome Census Area,2,180,2009,Adult obesity,11,36
ND,Benson County,38,5,2010,Adult obesity,11,36
ND,Grant County,38,37,2010,Adult obesity,11,36
ND,Sioux County,38,85,2008,Adult obesity,11,36
ND,Sioux County,38,85,2007,Adult obesity,11,36
ND,Sioux County,38,85,2006,Adult obesity,11,36
WV,Summers County,54,89,2010,Adult obesity,11,36
AK,Nome Census Area,2,180,2010,Adult obesity,11,36
KS,Cherokee County,20,21,2009,Adult obesity,11,36
MS,Noxubee County,28,103,2005,Adult obesity,11,36
SC,Fairfield County,45,39,2008,Adult obesity,11,36
SC,Edgefield County,45,37,2010,Adult obesity,11,36
SC,Edgefield County,45,37,2009,Adult obesity,11,36
OK,Pawnee County,40,117,2010,Adult obesity,11,36
AL,Covington County,1,39,2009,Adult obesity,11,36
TX,Kaufman County,48,257,2009,Adult obesity,11,36
TX,Jefferson County,48,245,2010,Adult obesity,11,36
NC,Sampson County,37,163,2009,Adult obesity,11,36
MS,Mississippi,28,0,2010,Adult obesity,11,36
MS,Mississippi,28,0,2009,Adult obesity,11,36
MO,Lincoln County,29,113,2010,Adult obesity,11,36
MO,Lincoln County,29,113,2009,Adult obesity,11,36
MO,Madison County,29,123,2010,Adult obesity,11,36
KY,Fleming County,21,69,2010,Adult obesity,11,36
KY,Fulton County,21,75,2010,Adult obesity,11,36
NC,Scotland County,37,165,2010,Adult obesity,11,36
MS,Winston County,28,159,2006,Adult obesity,11,36
SC,Florence County,45,41,2010,Adult obesity,11,36
OH,Columbiana County,39,29,2009,Adult obesity,11,36
OH,Crawford County,39,33,2010,Adult obesity,11,36
MI,Saginaw County,26,145,2008,Adult obesity,11,36
KS,Crawford County,20,37,2010,Adult obesity,11,36
TN,Tipton County,47,167,2009,Adult obesity,11,36
MI,Roscommon County,26,143,2009,Adult obesity,11,36
NC,Robeson County,37,155,2006,Adult obesity,11,36
LA,Union Parish,22,111,2010,Adult obesity,11,36
LA,Union Parish,22,111,2009,Adult obesity,11,36
MS,Winston County,28,159,2010,Adult obesity,11,36
MS,Winston County,28,159,2009,Adult obesity,11,36
AL,Escambia County,1,53,2009,Adult obesity,11,36
SC,Darlington County,45,31,2010,Adult obesity,11,36
SC,Darlington County,45,31,2009,Adult obesity,11,36
MS,Attala County,28,7,2006,Adult obesity,11,36
NC,Northampton County,37,131,2008,Adult obesity,11,36
NC,Pitt County,37,147,2010,Adult obesity,11,36
NC,Pitt County,37,147,2009,Adult obesity,11,36
MS,Adams County,28,1,2010,Adult obesity,11,36
MS,Montgomery County,28,97,2010,Adult obesity,11,36
MS,Montgomery County,28,97,2009,Adult obesity,11,36
WV,Preston County,54,77,2010,Adult obesity,11,36
IN,Lake County,18,89,2010,Adult obesity,11,36
MS,Adams County,28,1,2007,Adult obesity,11,36
NC,Robeson County,37,155,2007,Adult obesity,11,36
OH,Brown County,39,15,2010,Adult obesity,11,36
MI,Sanilac County,26,151,2010,Adult obesity,11,36
SC,Hampton County,45,49,2007,Adult obesity,11,36
SC,Hampton County,45,49,2006,Adult obesity,11,36
MS,Winston County,28,159,2008,Adult obesity,11,36
MS,Panola County,28,107,2009,Adult obesity,11,36
OH,Jefferson County,39,81,2010,Adult obesity,11,36
OH,Jefferson County,39,81,2009,Adult obesity,11,36
TN,Sequatchie County,47,153,2009,Adult obesity,11,36
MI,Muskegon County,26,121,2010,Adult obesity,11,36
OH,Morgan County,39,115,2009,Adult obesity,11,36
LA,Richland Parish,22,83,2009,Adult obesity,11,36
LA,Richland Parish,22,83,2008,Adult obesity,11,36
TN,Madison County,47,113,2010,Adult obesity,11,36
WV,Webster County,54,101,2010,Adult obesity,11,36
KY,Hancock County,21,91,2010,Adult obesity,11,36
MS,Benton County,28,9,2010,Adult obesity,11,36
MS,Benton County,28,9,2009,Adult obesity,11,36
NC,Martin County,37,117,2009,Adult obesity,11,36
NC,Northampton County,37,131,2006,Adult obesity,11,36
LA,Lafourche Parish,22,57,2009,Adult obesity,11,36
IN,Owen County,18,119,2009,Adult obesity,11,36
LA,Sabine Parish,22,85,2009,Adult obesity,11,36
TN,Lauderdale County,47,97,2009,Adult obesity,11,36
MS,Perry County,28,111,2009,Adult obesity,11,36
WV,Wayne County,54,99,2010,Adult obesity,11,36
WV,Wayne County,54,99,2007,Adult obesity,11,36
TN,Henderson County,47,77,2010,Adult obesity,11,36
AZ,Greenlee County,4,11,2009,Adult obesity,11,36
KY,Morgan County,21,175,2010,Adult obesity,11,36
MS,Marion County,28,91,2009,Adult obesity,11,36
MS,Bolivar County,28,11,2010,Adult obesity,11,36
MS,Bolivar County,28,11,2007,Adult obesity,11,36
WV,Nicholas County,54,67,2009,Adult obesity,11,36
KY,Casey County,21,45,2009,Adult obesity,11,36
MO,Jefferson County,29,99,2009,Adult obesity,11,36
KY,Owsley County,21,189,2010,Adult obesity,11,36
TN,Haywood County,47,75,2008,Adult obesity,11,36
OK,Adair County,40,1,2010,Adult obesity,11,36
OK,Adair County,40,1,2009,Adult obesity,11,36
KY,Pike County,21,195,2008,Adult obesity,11,36
KY,Perry County,21,193,2008,Adult obesity,11,36
KY,Breathitt County,21,25,2007,Adult obesity,11,36
KY,Breathitt County,21,25,2006,Adult obesity,11,36
AL,Dale County,1,45,2009,Adult obesity,11,36
SC,Clarendon County,45,27,2008,Adult obesity,11,36
SC,Chesterfield County,45,25,2010,Adult obesity,11,36
SC,Dillon County,45,33,2008,Adult obesity,11,36
NC,Edgecombe County,37,65,2006,Adult obesity,11,36
VA,Brunswick County,51,25,2009,Adult obesity,11,36
NC,Duplin County,37,61,2010,Adult obesity,11,36
NC,Granville County,37,77,2007,Adult obesity,11,36
MS,Panola County,28,107,2010,Adult obesity,11,36
AL,Fayette County,1,57,2010,Adult obesity,11,36
AL,Fayette County,1,57,2009,Adult obesity,11,36
KS,Neosho County,20,133,2009,Adult obesity,11,36
MI,Barry County,26,15,2009,Adult obesity,11,36
OK,Mayes County,40,97,2010,Adult obesity,11,36
TN,Giles County,47,55,2010,Adult obesity,11,36
TN,Giles County,47,55,2009,Adult obesity,11,36
KS,Jackson County,20,85,2010,Adult obesity,11,36
KY,Knox County,21,121,2009,Adult obesity,11,36
MS,Claiborne County,28,21,2004,Adult obesity,11,36
NC,Bladen County,37,17,2010,Adult obesity,11,36
LA,Franklin Parish,22,41,2009,Adult obesity,11,36
KY,Johnson County,21,115,2007,Adult obesity,11,36
MS,Chickasaw County,28,17,2008,Adult obesity,11,36
VA,Charles City County,51,36,2010,Adult obesity,11,36
TN,Haywood County,47,75,2009,Adult obesity,11,36
MS,Lowndes County,28,87,2010,Adult obesity,11,36
MS,Lincoln County,28,85,2009,Adult obesity,11,36
WV,Logan County,54,45,2004,Adult obesity,11,36
VA,Nottoway County,51,135,2010,Adult obesity,11,36
NC,Bertie County,37,15,2008,Adult obesity,11,36
KY,Lawrence County,21,127,2009,Adult obesity,11,36
NC,Beaufort County,37,13,2009,Adult obesity,11,36
NC,Anson County,37,7,2009,Adult obesity,11,36
MS,Pontotoc County,28,115,2010,Adult obesity,11,36
TN,Fayette County,47,47,2009,Adult obesity,11,36
LA,St. Bernard Parish,22,87,2010,Adult obesity,11,36
TN,Dyer County,47,45,2009,Adult obesity,11,36
TN,Dyer County,47,45,2008,Adult obesity,11,36
WV,Wyoming County,54,109,2009,Adult obesity,11,36
AL,Winston County,1,133,2010,Adult obesity,11,36
AL,Winston County,1,133,2009,Adult obesity,11,36
TN,Chester County,47,23,2009,Adult obesity,11,36
LA,St. James Parish,22,93,2010,Adult obesity,11,36
LA,St. James Parish,22,93,2009,Adult obesity,11,36
KY,Boyd County,21,19,2009,Adult obesity,11,36
GA,Randolph County,13,243,2009,Adult obesity,11,36
TN,Bedford County,47,3,2010,Adult obesity,11,36
OK,Cherokee County,40,21,2009,Adult obesity,11,36
OK,Carter County,40,19,2010,Adult obesity,11,36
AL,Washington County,1,129,2009,Adult obesity,11,36
MO,Dunklin County,29,69,2010,Adult obesity,11,36
MS,Washington County,28,151,2007,Adult obesity,11,36
AL,Crenshaw County,1,41,2010,Adult obesity,11,36
OK,Seminole County,40,133,2009,Adult obesity,11,36
FL,Union County,12,125,2009,Adult obesity,11,36
LA,East Carroll Parish,22,35,2009,Adult obesity,11,36
LA,East Carroll Parish,22,35,2008,Adult obesity,11,36
KY,Monroe County,21,171,2010,Adult obesity,11,36
MS,Copiah County,28,29,2009,Adult obesity,11,36
KY,Letcher County,21,133,2006,Adult obesity,11,36
KY,Leslie County,21,131,2010,Adult obesity,11,36
WV,Logan County,54,45,2006,Adult obesity,11,36
MS,Coahoma County,28,27,2005,Adult obesity,11,36
VA,Prince George County,51,149,2010,Adult obesity,11,36
KS,Osage County,20,139,2010,Adult obesity,11,36
LA,St. John the Baptist Parish,22,95,2010,Adult obesity,11,36
MS,Tallahatchie County,28,135,2007,Adult obesity,11,36
MS,Tallahatchie County,28,135,2004,Adult obesity,11,36
SC,Laurens County,45,59,2010,Adult obesity,11,36
SC,Marion County,45,67,2008,Adult obesity,11,36
OK,McIntosh County,40,91,2009,Adult obesity,11,36
MS,Yazoo County,28,163,2009,Adult obesity,11,36
TN,Chester County,47,23,2010,Adult obesity,11,36
SD,Sully County,46,119,2009,Adult obesity,11,36
SD,Ziebach County,46,137,2006,Adult obesity,11,36
OK,Craig County,40,35,2010,Adult obesity,11,36
IN,Shelby County,18,145,2009,Adult obesity,11,36
WI,Dodge County,55,27,2009,Adult obesity,11,36
AL,Walker County,1,127,2010,Adult obesity,11,36
SD,Shannon County,46,113,2004,Adult obesity,11,36
AR,Ashley County,5,3,2008,Adult obesity,11,36
AR,Arkansas County,5,1,2009,Adult obesity,11,36
NM,McKinley County,35,31,2010,Adult obesity,11,36
NM,McKinley County,35,31,2009,Adult obesity,11,36
AR,Yell County,5,149,2009,Adult obesity,11,36
AR,Woodruff County,5,147,2010,Adult obesity,11,36
MS,Covington County,28,31,2007,Adult obesity,11,36
KY,Menifee County,21,165,2010,Adult obesity,11,36
KY,Menifee County,21,165,2009,Adult obesity,11,36
MS,Yazoo County,28,163,2007,Adult obesity,11,36
AL,St. Clair County,1,115,2009,Adult obesity,11,36
SD,Sanborn County,46,111,2009,Adult obesity,11,36
KY,Letcher County,21,133,2008,Adult obesity,11,36
MS,Leake County,28,79,2010,Adult obesity,11,36
MS,Leake County,28,79,2009,Adult obesity,11,36
MS,Forrest County,28,35,2010,Adult obesity,11,36
MS,Forrest County,28,35,2009,Adult obesity,11,36
VA,Petersburg city,51,730,2006,Adult obesity,11,36
KY,Leslie County,21,131,2009,Adult obesity,11,36
KY,Lincoln County,21,137,2008,Adult obesity,11,36
KY,Lewis County,21,135,2010,Adult obesity,11,36
WV,Jackson County,54,35,2009,Adult obesity,11,36
AL,Wilcox County,1,131,2004,Adult obesity,11,36
AL,Washington County,1,129,2010,Adult obesity,11,36
SD,Todd County,46,121,2008,Adult obesity,11,36
AL,Russell County,1,113,2010,Adult obesity,11,36
KS,Lane County,20,101,2010,Adult obesity,11,36
FL,Taylor County,12,123,2010,Adult obesity,11,36
OK,Sequoyah County,40,135,2009,Adult obesity,11,36
KY,Union County,21,225,2009,Adult obesity,11,36
AL,Conecuh County,1,35,2010,Adult obesity,11,36
LA,Vernon Parish,22,115,2009,Adult obesity,11,36
SC,Berkeley County,45,15,2008,Adult obesity,11,36
KY,Letcher County,21,133,2010,Adult obesity,11,36
WI,Menominee County,55,78,2009,Adult obesity,11,36
FL,Madison County,12,79,2009,Adult obesity,11,36
FL,Liberty County,12,77,2010,Adult obesity,11,36
FL,Liberty County,12,77,2009,Adult obesity,11,36
FL,Madison County,12,79,2010,Adult obesity,11,36
GA,Jefferson County,13,163,2007,Adult obesity,11,36
OK,McCurtain County,40,89,2010,Adult obesity,11,36
SD,Edmunds County,46,45,2010,Adult obesity,11,36
KY,Adair County,21,1,2009,Adult obesity,11,36
AL,Pickens County,1,107,2009,Adult obesity,11,36
FL,Dixie County,12,29,2010,Adult obesity,11,36
AL,Monroe County,1,99,2010,Adult obesity,11,36
AR,Chicot County,5,17,2008,Adult obesity,11,36
WA,Adams County,53,1,2008,Adult obesity,11,36
MS,Grenada County,28,43,2008,Adult obesity,11,36
MS,Lawrence County,28,77,2009,Adult obesity,11,36
VA,Roanoke city,51,770,2010,Adult obesity,11,36
SD,Tripp County,46,123,2009,Adult obesity,11,36
SD,Roberts County,46,109,2009,Adult obesity,11,36
SD,Spink County,46,115,2009,Adult obesity,11,36
SD,Lyman County,46,85,2010,Adult obesity,11,36
FL,Bradford County,12,7,2010,Adult obesity,11,36
OK,Creek County,40,37,2010,Adult obesity,11,36
MS,Sunflower County,28,133,2005,Adult obesity,11,36
LA,Tensas Parish,22,107,2009,Adult obesity,11,36
AL,Monroe County,1,99,2009,Adult obesity,11,36
AL,Monroe County,1,99,2007,Adult obesity,11,36
AL,Pike County,1,109,2010,Adult obesity,11,36
AL,Pike County,1,109,2006,Adult obesity,11,36
AR,Poinsett County,5,111,2010,Adult obesity,11,36
AR,Phillips County,5,107,2007,Adult obesity,11,36
WA,Cowlitz County,53,15,2008,Adult obesity,11,36
MS,Harrison County,28,47,2009,Adult obesity,11,36
KY,Anderson County,21,5,2009,Adult obesity,11,36
KY,Bell County,21,13,2009,Adult obesity,11,36
FL,Calhoun County,12,13,2010,Adult obesity,11,36
GA,Muscogee County,13,215,2010,Adult obesity,11,36
MI,Genesee County,26,49,2010,Adult obesity,11,36
MI,Genesee County,26,49,2009,Adult obesity,11,36
SC,Sumter County,45,85,2010,Adult obesity,11,36
SC,Williamsburg County,45,89,2005,Adult obesity,11,36
SC,Union County,45,87,2010,Adult obesity,11,36
MI,Berrien County,26,21,2010,Adult obesity,11,36
AL,Geneva County,1,61,2009,Adult obesity,11,36
GA,Elbert County,13,105,2010,Adult obesity,11,36
MS,Walthall County,28,147,2007,Adult obesity,11,36
AL,Colbert County,1,33,2007,Adult obesity,11,36
KY,Union County,21,225,2010,Adult obesity,11,36
GA,Elbert County,13,105,2009,Adult obesity,11,36
SC,Barnwell County,45,11,2007,Adult obesity,11,36
FL,Washington County,12,133,2010,Adult obesity,11,36
FL,Washington County,12,133,2009,Adult obesity,11,36
MS,Hinds County,28,49,2009,Adult obesity,11,36
AR,Newton County,5,101,2010,Adult obesity,11,36
WV,Gilmer County,54,21,2010,Adult obesity,11,36
AL,Perry County,1,105,2005,Adult obesity,11,36
FL,Gadsden County,12,39,2009,Adult obesity,11,36
LA,St. Martin Parish,22,99,2010,Adult obesity,11,36
LA,St. Martin Parish,22,99,2009,Adult obesity,11,36
OK,Kingfisher County,40,73,2009,Adult obesity,11,36
KY,Rockcastle County,21,203,2009,Adult obesity,11,36
OK,Kay County,40,71,2010,Adult obesity,11,36
OK,Kay County,40,71,2009,Adult obesity,11,36
AR,Crawford County,5,33,2010,Adult obesity,11,36
WV,Clay County,54,15,2008,Adult obesity,11,36
KY,Meade County,21,163,2009,Adult obesity,11,36
AR,Monroe County,5,95,2009,Adult obesity,11,36
IN,Clay County,18,21,2009,Adult obesity,11,36
AR,Conway County,5,29,2010,Adult obesity,11,36
MS,Holmes County,28,51,2004,Adult obesity,11,36
FL,Wakulla County,12,129,2010,Adult obesity,11,36
SD,Buffalo County,46,17,2006,Adult obesity,11,36
SD,Buffalo County,46,17,2005,Adult obesity,11,36
SD,Buffalo County,46,17,2004,Adult obesity,11,36
SD,Brule County,46,15,2010,Adult obesity,11,36
MO,Callaway County,29,27,2009,Adult obesity,11,36
MS,Simpson County,28,127,2010,Adult obesity,11,36
IN,Wabash County,18,169,2009,Adult obesity,11,36
MS,Itawamba County,28,57,2010,Adult obesity,11,36
AR,Lincoln County,5,79,2009,Adult obesity,11,36
WV,Calhoun County,54,13,2010,Adult obesity,11,36
AR,Desha County,5,41,2008,Adult obesity,11,36
AR,Crittenden County,5,35,2008,Adult obesity,11,36
AR,Miller County,5,91,2008,Adult obesity,11,36
MS,Kemper County,28,69,2010,Adult obesity,11,36
MS,Scott County,28,123,2008,Adult obesity,11,36
MS,Scott County,28,123,2007,Adult obesity,11,36
MT,Roosevelt County,30,85,2010,Adult obesity,11,36
AL,Clarke County,1,25,2008,Adult obesity,11,36
AL,Choctaw County,1,23,2007,Adult obesity,11,36
KS,Rice County,20,159,2010,Adult obesity,11,36
LA,Webster Parish,22,119,2009,Adult obesity,11,36
MD,Dorchester County,24,19,2009,Adult obesity,11,36
PA,Columbia County,42,37,2009,Adult obesity,11,36
KY,Meade County,21,163,2010,Adult obesity,11,36
AR,Drew County,5,43,2009,Adult obesity,11,36
KY,Martin County,21,159,2008,Adult obesity,11,36
KS,Wyandotte County,20,209,2008,Adult obesity,11,36
